LKQ code;IC - konkurenční kód;Název;oe;Typ auta;Výskyt registrovaných aut na trhu;EAN;Odhad prodeje 2026
ST-ABR90115-R;5504-00-8103932P;P držák předního nárazníku;525350H070;TOYOTA | AYGO X (_B7_) [03\22-] | 1.0 VVT-i (KGB70) (998ccm\53kW\72HP) [03\22-];67;TY253000U-0R00;1
ST-ABR90117-2;5510-00-0559952CP;zadní nárazník;155254036;CITROËN | JUMPY dodávka (V_) [04\16-] | 1.5 BlueHDi 100 (1499ccm\75kW\102HP) [06\18-];12091;P2-TV16S-P2;339
ST-ABR91780;5502-00-8168940P;výztuha předního nárazníku - hlíníková;5202178010;LEXUS | NX II (_A2_, _H2_) [09\21-] | 200 (1987ccm\127kW\173HP) [11\21-];7;TY49B17A;1
ST-ABS12750;5513-00-0043971P;spoiler;4K0807521DRU6;AUDI | A6 C8 (4A2) [02\18-] | 35 TDI Mild Hybrid (1968ccm\120kW\163HP) [03\19-];179;10-5118;1
ST-ABS12760-R;5511-00-0047222P;P spoiler;82A8070629B9;AUDI | A1 Sportback (GBA) [07\18-] | 25 TFSI (999ccm\70kW\95HP) [11\18-];41;HF-AD11031-V1;1
ST-ABS12820;5511-00-0030220P;spoiler;8W0807717BGRU;AUDI | A4 Allroad B9 (8WH, 8WJ) [01\16-] | 2.0 TDI quattro (1968ccm\140kW\190HP) [01\16-];906;AD04105MA;7
ST-ABS14420-1;5511-00-0067970P;spoiler;51127904994;BMW | 5 (F10) [01\09-10\16] | 528 i (1997ccm\180kW\245HP) [09\11-10\16];88;BM05006VA;1
ST-ABS14560-1;6502-07-0063911NP;spoiler;51117386153;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];1724;33-9769;14
ST-ABS14580;5511-00-0064970P;spoiler;51128069390;BMW | 3 (G20, G80, G28) [11\18-] | 320 i (1998ccm\135kW\184HP) [03\19-];108;33-5173;1
ST-ABS14680-1;5506-00-0086952MP;spoiler;51128060302;BMW | 1 (F20) [07\11-06\19] | 114 d (1496ccm\70kW\95HP) [07\15-06\19];1949;BM05055VA;16
ST-ABS14690-2;5510-00-0097902P;spoiler;51117397413;BMW | X5 (F15, F85) [08\13-07\18] | sDrive 25 d (1995ccm\155kW\211HP) [12\13-07\18];3414;BM05035VBX;34
ST-ABS14700-1;5511-00-0070970P;spoiler;51128054563;BMW | 4 cabrio (F33, F83) [10\13-08\20] | 420 i (1997ccm\135kW\184HP) [07\14-02\16];122;33-5127;1
ST-ABS14720-2;5510-00-0083900P;spoiler;51117954209;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];1856;33-5192-OSH;15
ST-ABS14720-3;5510-00-0083901P;spoiler;51115A0B080;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];1856;33-5192-WSH;15
ST-ABS14750-1;5506-00-0097952DP;spoiler;51128094862;BMW | X3 (G01, F97, G08) [07\17-] | sDrive 18 d (1995ccm\100kW\136HP) [04\18-06\20];836;33-5172;7
ST-ABS14760;5511-00-0098220P;spoiler;51117421792;BMW | X5 (G05, F95) [08\18-] | xDrive 25 d (1995ccm\155kW\211HP) [08\19-03\23];927;BM04220BAX;7
ST-ABS16650;5510-00-0540900P;spoiler předního nárazníku;1611365280;CITROËN | C4 CACTUS [09\14-] | 1.2 PureTech 130 (1199ccm\96kW\131HP) [11\17-];1981;CTS-14210;32
ST-ABS17220;5506-00-1307951P;spoiler zadního nárazníku;850100116V;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];488;P2C-DA-SAN5S;4
ST-ABS17220-1;5506-00-1307952P;spoiler zadního nárazníku;850100657V;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];488;P2C-DA-SAN5S-P1;4
ST-ABS17220-2;5506-00-1307953P;spoiler zadního nárazníku;850100098V;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];488;P2C-DA-SAN5S-P2;4
ST-ABS20103;5511-00-2536972P;spoiler;1872233;FORD | FOCUS III [07\10-02\20] | 1.0 EcoBoost (998ccm\103kW\140HP) [10\17-02\20];10832;FD04465BAX;303
ST-ABS20110-1;5511-00-2596970P;spoiler zadního nárazníku;2401466;FORD | KUGA III (DFK) [07\19-] | 1.5 EcoBlue (1499ccm\88kW\120HP) [07\19-];288;FD5140810-3000;2
ST-ABS20111;5511-00-2595220P;spoiler předního nárazníku;2420297;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];80;FD05PB-001XA;1
ST-ABS20111-1;5511-00-2595221P;spoiler předního nárazníku;2411308;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];80;FD05PB-001XB;1
ST-ABS20800-L;5511-00-2537221P;L spoiler předního nárazníku;2201288;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];1879;1058772;30
ST-ABS20800-R;5511-00-2537222P;P spoiler předního nárazníku;2201287;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];1879;071.48.5200;30
ST-ABS28105;5506-00-3585955P;spoiler;2478805506;MERCEDES-BENZ | GLA (H247) [02\20-] | GLA 180 (247.784) (1332ccm\100kW\136HP) [07\20-];119;BZ04381BB;1
ST-ABS28105-1;5506-00-3585954P;spoiler;2478853104;MERCEDES-BENZ | GLA (H247) [02\20-] | GLA 180 (247.784) (1332ccm\100kW\136HP) [07\20-];119;BZ04381BA;1
ST-ABS28105-L;6502-07-3585921P;spoiler;2478851706;MERCEDES-BENZ | GLA (H247) [02\20-] | AMG GLA 35 4-matic (247.751) (1991ccm\225kW\306HP) [06\20-];122;23-74A26L;1
ST-ABS28105-R;6502-07-3585922P;P spoiler;2478851806;MERCEDES-BENZ | GLA (H247) [02\20-] | AMG GLA 35 4-matic (247.751) (1991ccm\225kW\306HP) [06\20-];122;23-74A26R;1
ST-ABS28106-L;6502-07-3583923P;spoiler;1568855100;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | GLA 180 (156.942) (1595ccm\90kW\122HP) [02\15-12\19];1817;23-51A19L;15
ST-ABS28106-R;6502-07-3583924P;P spoiler;1568855200;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | GLA 180 (156.942) (1595ccm\90kW\122HP) [02\15-12\19];1817;23-51A19R;15
ST-ABS28170;5511-00-3521971P;spoiler;2058856238;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\270kW\367HP) [04\16-05\18];2230;23-5133;22
ST-ABS28690;5703-05-3519970P;spoiler;1778855401;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | AMG A 35 4-matic (177.051) (1991ccm\225kW\306HP) [09\18-];112;23-6887;1
ST-ABS28690-1;5511-00-3570973P;spoiler;1778853701;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | A 160 (177.082) (1332ccm\80kW\109HP) [06\18-];873;23-5182;7
ST-ABS28930-2;5506-00-3534951P;spoiler;2538854407;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 d (253.913) (1950ccm\120kW\163HP) [04\19-06\22];374;23-5199-WSWP-2;1
ST-ABS28930-3;5506-00-3537955PP;spoiler;1678852205;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 220 d 4-matic (253.905, 253.903) (2143ccm\125kW\170HP) [06\15-04\19];1865;23-51A10-WSOT-3;15
ST-ABS29120;5511-00-4001222P;spoiler;51117248788;MINI | MINI (R56) [11\05-01\14] | Cooper (1598ccm\85kW\115HP) [09\06-11\13];911;AT05007VAX;11
ST-ABS29220;5511-00-4004221P;spoiler;51117478630;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];806;04-5101-WH;10
ST-ABS29220-2;5511-00-4004970P;spoiler zadního nárazníku;51127391202;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];806;04-5102-WH;10
ST-ABS32980-1;5511-00-5034220P;spoiler;42491758;OPEL | MOKKA / MOKKA X (J13) [06\12-12\19] | 1.4 (_76) (1364ccm\103kW\140HP) [04\13-12\19];5160;BK05009VA;124
ST-ABS34710-1;5511-00-5529221P;spoiler předního nárazníku;98280772XT;PEUGEOT | 2008 II (UD_, US_, UY_, UJ_, UR_, UC_) [08\19-] | 1.2 PureTech 100 (USHNK) (1199ccm\74kW\101HP) [11\19-];88;PC-200819B-P;1
ST-ABS34750-1;5511-00-5549220P;spoiler předního nárazníku;98368282XT;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 Hybrid 136 (MRHPYE) (1199ccm\100kW\136HP) [05\23-11\23];1630;PC-300821;26
ST-ABS35950-L;5511-00-6456221P;spoiler;LR026537;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1999ccm\177kW\241HP) [06\11-12\19];1216;07-9601L;10
ST-ABS35950-R;5511-00-6456222P;P spoiler;LR026536;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1999ccm\177kW\241HP) [06\11-12\19];1216;07-9601R;10
ST-ABS36830-4;5511-00-6046220P;P+L sada spoilerů předního nárazníku;960150023R;RENAULT | MEGANE CC (EZ0/1_) [06\10-08\15] | 1.2 TCe (1198ccm\85kW\116HP) [09\12-08\15];11358;PK-R09;318
ST-ABS42109-1;5511-00-9572221P;spoiler;5H0805915K9B9;VOLKSWAGEN | GOLF VIII (CD1, DA1) [07\19-] | 2.0 GTI (1984ccm\180kW\245HP) [08\20-];89;21-7204;1
ST-ABS42109-2;5511-00-9572970P;spoiler;5H6807568D9B9;VOLKSWAGEN | GOLF VIII (CD1, DA1) [07\19-] | 2.0 GTI (1984ccm\180kW\245HP) [08\20-];89;21-5130;1
ST-ABS42122;5502-00-9588945P;spoiler předního nárazníku;5NA807651F;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 eHybrid (1395ccm\180kW\245HP) [11\20-04\24];4961;VG66A18B;99
ST-ABS88330-1;5511-00-6826971P;spoiler zadního nárazníku;7187154P00PSD;SUZUKI | VITARA (LY) [02\15-] | 1.0 (APK 310) (998ccm\82kW\111HP) [10\18-];8552;NJJ09-24124;205
ST-ABS89100;5506-00-7706951P;spoiler zadního nárazníku;149400600A;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;05-5102;1
ST-ABS90103-2;5511-00-8186220P;spoiler;524110R220;TOYOTA | RAV 4 V (_A5_, _H5_) [12\18-] | 2.0 (MXAA52) (1987ccm\129kW\175HP) [12\18-];627;TY04688BA;10
ST-ABS90104;5511-00-8103220P;spoiler;521120H080;TOYOTA | AYGO (_B4_) [05\14-] | 1.0 (KGB40) (998ccm\51kW\69HP) [05\14-];1973;20-5129;32
ST-ABS90170-1;6502-07-8182915P;spoiler;52112F4900;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3374;TY07807MA;67
ST-ABS90170-5;5506-00-8182951P;nárazník;52159F4901;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3355;TY04625BB;67
ST-ABT12680;5703-05-0030970P;lišta zadního nárazníku;8W58078339B9;AUDI | A4 B9 (8W2, 8WC) [05\15-] | 1.4 TFSI (1395ccm\110kW\150HP) [08\15-11\19];1862;AD04076MA;15
ST-ABT14330-2;5513-00-0085974P;lišta nárazníku;51127186088;BMW | 1 (E81) [09\06-09\12] | 116 d (1995ccm\66kW\90HP) [01\11-12\11];2632;33-7455-WSH;26
ST-ABT14420;5513-00-0067975P;lišta nárazníku;51127341672;BMW | 5 (F10) [01\09-10\16] | 518 d (1995ccm\105kW\143HP) [07\13-06\14];1720;33-7456-C;14
ST-ABT14550-3;5703-05-0062970P;lišta zadního nárazníku;51122158793;BMW | 3 coupé (E92) [01\05-12\13] | 316 i (1599ccm\90kW\122HP) [09\07-06\13];5194;BM04332MA;62
ST-ABT14560-3L;6502-07-0063913PP;L lišta předního nárazníku;51118054155;BMW | 3 (F30, F80) [11\11-10\18] | 316 d (1995ccm\85kW\116HP) [03\12-10\18];3503;BM341000G-2L00;35
ST-ABT14560-3R;6502-07-0063914PP;P lišta předního nárazníku;51118054156;BMW | 3 (F30, F80) [11\11-10\18] | 316 d (1995ccm\85kW\116HP) [03\12-10\18];3503;BM341000G-2R00;35
ST-ABT14570;5703-05-0063920SP;lišta nárazníku;51117396831;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];3443;33-9770-MD;34
ST-ABT14570-1;5513-00-0063972P;lišta nárazníku;51127384571;BMW | 3 (F30, F80) [11\11-10\18] | 316 d (1995ccm\85kW\116HP) [03\12-10\18];3780;33-7458;38
ST-ABT14570-1L;6502-07-00639917P;L lišta nárazníku;51117397615;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];3443;33-9771-MDL;34
ST-ABT14570-1R;6502-07-00639918P;P lišta nárazníku;51117397616;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];3443;33-9771-MDR;34
ST-ABT14570-2L;6502-07-0063915SP;L lišta nárazníku;51117396835;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];1724;33-9773-MDL;14
ST-ABT14570-2R;6502-07-0063922SP;P lišta nárazníku;51117396836;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];1724;33-9773-MDR;14
ST-ABT14570-3L;6502-07-0063923SP;L lišta nárazníku;51117396853;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];1724;33-9774-MDL;14
ST-ABT14570-3R;6502-07-0063924SP;P lišta nárazníku;51117396854;BMW | 3 (F30, F80) [11\11-10\18] | 316 i (1598ccm\100kW\136HP) [07\12-08\16];1724;33-9774-MDR;14
ST-ABT14580-L;6502-07-0064923P;L lišta nárazníku;51118089207;BMW | 3 (G20, G80, G28) [11\18-] | 318 d (1995ccm\100kW\136HP) [03\19-03\20];639;33-7131MD-SHL;5
ST-ABT14580-R;6502-07-0064924P;P lišta nárazníku;51118089208;BMW | 3 (G20, G80, G28) [11\18-] | 318 d (1995ccm\100kW\136HP) [03\19-03\20];639;33-7131MD-SHR;5
ST-ABT14680;5703-05-0086920BP;lišta nárazníku;51117371726;BMW | 1 (F20) [07\11-06\19] | 114 d (1496ccm\70kW\95HP) [07\15-06\19];2581;BM0104-001XB;26
ST-ABT14720;6502-07-0082920Q;lišta nárazníku;51117425974;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];3372;BM05041MAX;34
ST-ABT14780-L;6502-07-0068925P;L lišta nárazníku;51118064979;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7127BMD-L;28
ST-ABT14780-R;6502-07-0068926P;P lišta nárazníku;51118064980;BMW | 5 (G30, F90) [09\16-] | 520 d (1995ccm\120kW\163HP) [09\16-06\23];2839;33-7127BMD-R;28
ST-ABT14870;5511-00-0097976P;lišta zadního nárazníku;51128081868;BMW | X4 (G02, F98) [04\18-] | M (2993ccm\353kW\480HP) [03\19-];147;BM04338MA;1
ST-ABT16640;6502-07-0502925P;lišta nárazníku;1612228180;CITROËN | C1 II (PA_, PS_) [04\14-07\21] | 1.0 VTi 68 (998ccm\51kW\69HP) [04\14-04\18];568;31-6702;9
ST-ABT16670;6502-07-0532995P;lišta předního nárazníku;YQ00056980;CITROËN | C3 AIRCROSS II (2R_, 2C_) [06\17-] | 1.2 Puretech 110 (2RHNZB, 2RHNZW, 2RHNPX, 2RHNPJ) (1199ccm\81kW\110HP) [06\17-];1053;PU-C3A17B-1;17
ST-ABT16690-1;5511-00-0554220P;lišta předního nárazníku;1632657780;CITROËN | BERLINGO (ER_, EC_) [06\18-] | 1.2 PureTech 110 (1199ccm\81kW\110HP) [06\18-];2393;PU-BLM18-1;48
ST-ABT17220;5703-05-1308921P;lišta předního nárazníku;620727869R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];488;PU-DA-SANP5-1;4
ST-ABT17230;5511-00-1308970P;lišta zadního nárazníku;850702149R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];345;P2-DA-JG1B-1;3
ST-ABT17230-1;5511-00-1308972P;lišta zadního nárazníku;850B29573R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];345;P2-DA-JG1B-3;3
ST-ABT17230-2;5511-00-1308971P;lišta zadního nárazníku;850703327R;DACIA | JOGGER (RK_) [09\21-] | 1.0 TCe 100 ECO-G (RKMT) (999ccm\74kW\101HP) [09\21-];345;P2-DA-JG1B-2;3
ST-ABT18630;5703-05-2013971P;lišta zadního nárazníku;735559355;FIAT | 500L (351_, 352_) [09\12-] | 0.9 (199LYC1B) (875ccm\77kW\105HP) [09\12-];3465;0147783;69
ST-ABT18750-2;5703-05-2013920P;lišta nárazníku;735642308;FIAT | 500 (312_) [07\07-] | 0.9 (312AXG1A, 312.AXG11) (875ccm\63kW\86HP) [07\10-];3471;FT04083MA;69
ST-ABT18750-L;5703-05-2013928P;L lišta předního nárazníku;735619526;FIAT | 500 (312_) [07\07-] | 0.9 (312AXG1A, 312.AXG11) (875ccm\63kW\86HP) [07\10-];3771;FT04076MAL;75
ST-ABT18750-R;5703-05-2013927P;P lišta předního nárazníku;735619525;FIAT | 500 (312_) [07\07-] | 0.9 (312AXG1A, 312.AXG11) (875ccm\63kW\86HP) [07\10-];3771;FT04076MAR;75
ST-ABT18940-L;5703-04-2097577PP;L lišta zadního nárazníku;735491686;CITROËN | JUMPER dodávka [04\06-] | 2.0 BlueHDi 110 (1997ccm\81kW\110HP) [11\15-09\19];16938;P2H-BX061;474
ST-ABT18940-R;5703-04-2097578PP;P lišta zadního nárazníku;735491683;CITROËN | JUMPER dodávka [04\06-] | 2.0 BlueHDi 110 (1997ccm\81kW\110HP) [11\15-09\19];16938;P2H-BX062;474
ST-ABT20106-L;6502-07-2594921P;L lišta předního nárazníku;2139573;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];7739;1066712;186
ST-ABT20111-L;5513-00-2595921P;L lišta předního nárazníku;2412521;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];59;FD05PB-325BL;1
ST-ABT20111-R;5513-00-2595922P;P lišta předního nárazníku;2412519;FORD | PUMA (J2K, CF7) [09\19-] | 1.0 EcoBoost (999ccm\70kW\95HP) [09\19-];59;FD05PB-325BR;1
ST-ABT20750;5703-05-2579923P;lišta předního nárazníku;5221677;FORD | KUGA II (DM2) [05\12-] | 1.5 EcoBoost (1499ccm\110kW\150HP) [09\14-06\19];5849;FD671JB;140
ST-ABT20800-L;6502-07-2537923P;L lišta předního nárazníku;2220474;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];2009;071.48.7380;40
ST-ABT20800-R;6502-07-2537924P;P lišta předního nárazníku;2219843;FORD | FOCUS IV (HN) [01\18-] | 1.0 EcoBoost (998ccm\63kW\85HP) [05\18-];1879;1058714;30
ST-ABT28105-L;5703-05-3585923P;L lišta nárazníku;2478852706;MERCEDES-BENZ | GLA (H247) [02\20-] | AMG GLA 35 4-matic (247.751) (1991ccm\225kW\306HP) [06\20-];122;23-74A25L;1
ST-ABT28105-R;5703-05-3585924P;P lišta nárazníku;2478852806;MERCEDES-BENZ | GLA (H247) [02\20-] | AMG GLA 35 4-matic (247.751) (1991ccm\225kW\306HP) [06\20-];122;23-74A25R;1
ST-ABT28106;6502-07-3583922P;lišta nárazníku;1568858200;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | AMG GLA 45 4-matic (156.952) (1991ccm\280kW\381HP) [07\15-06\19];1865;BZ04304MA;15
ST-ABT28170-2L;5513-00-3521925P;L lišta nárazníku;2058850553;MERCEDES-BENZ | C-CLASS cabrio (A205) [06\16-04\23] | AMG C 43 4-matic (205.464) (2996ccm\287kW\390HP) [05\18-04\23];243;23-7489L;1
ST-ABT28170-2R;5513-00-3521926P;P lišta nárazníku;2058850653;MERCEDES-BENZ | C-CLASS cabrio (A205) [06\16-04\23] | AMG C 43 4-matic (205.464) (2996ccm\287kW\390HP) [05\18-04\23];243;23-7489R;1
ST-ABT28690-2;5703-05-3519973P;lišta nárazníku;1778854202;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | A 160 (177.082) (1332ccm\80kW\109HP) [06\18-];1025;BZ0110-010AA;8
ST-ABT28790-2;5703-05-3529927P;lišta nárazníku;2078850974;MERCEDES-BENZ | E-CLASS cabrio (A207) [01\10-12\16] | E 200 (207.434) (1991ccm\135kW\184HP) [03\13-12\16];855;23-7475-C;7
ST-ABT28790-2L;5703-05-3529929P;L lišta nárazníku;2078850774;MERCEDES-BENZ | E-CLASS cabrio (A207) [01\10-12\16] | E 200 (207.434) (1991ccm\135kW\184HP) [03\13-12\16];855;23-7474-CL;7
ST-ABT28790-2R;5703-05-3529928P;P lišta nárazníku;2078850874;MERCEDES-BENZ | E-CLASS cabrio (A207) [01\10-12\16] | E 200 (207.434) (1991ccm\135kW\184HP) [03\13-12\16];855;23-7474-CR;7
ST-ABT28860;5703-05-3553970P;lišta zadního nárazníku;1668840190;MERCEDES-BENZ | GL-CLASS (X166) [07\12-12\15] | GL 350 CDI / BlueTec 4-matic (166.823, 166.824) (2987ccm\190kW\258HP) [07\12-10\15];880;BZ40A8LB;7
ST-ABT28880-1L;5703-05-3556972P;L lišta nárazníku;1188850102;MERCEDES-BENZ | CLA (C118) [03\19-] | AMG CLA 35 4-matic (118.351) (1991ccm\225kW\306HP) [04\19-];391;23-74A16L;2
ST-ABT28880-L;6502-07-3535924P;L lišta nárazníku;1178855100;MERCEDES-BENZ | CLA coupé (C117) [01\13-03\19] | CLA 180 (117.342) (1595ccm\90kW\122HP) [01\13-03\19];695;BZ04242MAL;6
ST-ABT28880-R;6502-07-3535925P;P lišta nárazníku;1178855000;MERCEDES-BENZ | CLA coupé (C117) [01\13-03\19] | CLA 180 (117.342) (1595ccm\90kW\122HP) [01\13-03\19];695;BZ04242MAR;6
ST-ABT28890;5511-00-3521224P;lišta nárazníku;2058851574;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\270kW\367HP) [04\16-05\18];3842;23-7467;38
ST-ABT28890-1;6502-07-3522920P;lišta nárazníku;2058858802;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];1789;23-74A08-C;14
ST-ABT28890-1L;5511-00-3521225P;L lišta nárazníku;2058851374;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\270kW\367HP) [04\16-05\18];3842;UMH04-25111;38
ST-ABT28890-1R;5511-00-3521226P;P lišta nárazníku;2058851474;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\270kW\367HP) [04\16-05\18];2230;UMH04-25112;22
ST-ABT28890-2L;5513-00-3521925PP;L lišta nárazníku;2058850053;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 63 (205.086) (3982ccm\350kW\476HP) [10\14-05\21];136;23-5601L;1
ST-ABT28890-4L;5703-06-3522571P;L lišta nárazníku;2058856702;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];345;23-74A06L;1
ST-ABT28890-4R;5703-06-3522572P;P lišta nárazníku;2058856802;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];345;23-74A06R;1
ST-ABT28890-5L;6502-07-3522919P;L lišta nárazníku;2058858602;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];1789;23-74A07-CL;14
ST-ABT28890-5R;6502-07-3522922P;P lišta nárazníku;2058858702;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | AMG C 43 4-matic (205.064) (2996ccm\287kW\390HP) [05\18-05\21];1789;23-74A07-CR;14
ST-ABT28900;5703-05-3583974P;lišta zadního nárazníku;1568850011;MERCEDES-BENZ | GLA-CLASS (X156) [12\13-05\22] | AMG GLA 45 4-matic (156.952) (1991ccm\280kW\381HP) [07\15-06\19];1865;BZ21A8LA;15
ST-ABT28910-1L;6502-07-3531911P;L lišta nárazníku;2138858901;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | E 180 (213.040) (1595ccm\115kW\156HP) [01\16-06\19];2638;23-7491L;26
ST-ABT28910-1R;6502-07-3531912P;P lišta nárazníku;2138859001;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | E 180 (213.040) (1595ccm\115kW\156HP) [01\16-06\19];2638;23-7491R;26
ST-ABT28930-2R;5703-05-3534921CP;P lišta nárazníku;2538852104;MERCEDES-BENZ | GLC coupé (C253) [06\16-03\23] | 200 (253.342) (1991ccm\135kW\184HP) [06\16-04\19];505;23-51A28-CR;4
ST-ABT28930-R;6502-07-3533922P;P lišta předního nárazníku;2538855400;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 (253.942) (1991ccm\135kW\184HP) [06\16-04\19];2464;BZ30A1GBR;25
ST-ABT32103;6502-07-5055993P;lišta předního nárazníku;168403481T;OPEL | ASTRA L (OV5) [10\21-] | 1.2 (FPHNPJ) (1199ccm\81kW\110HP) [10\21-];69;OP0070-042AA;1
ST-ABT32103-1R;6502-07-5055922P;P lišta předního nárazníku;98391941XK;OPEL | ASTRA L (OV5) [10\21-] | 1.2 (FPHNPJ) (1199ccm\81kW\110HP) [10\21-];69;OP493000M-0R00;1
ST-ABT32103-L;6502-07-5055981P;L lišta předního nárazníku;98399660DX;OPEL | ASTRA L (OV5) [10\21-] | 1.2 (FPHNPJ) (1199ccm\81kW\110HP) [10\21-];69;OP4932060-1L00;1
ST-ABT32103-R;6502-07-5055982P;P lišta předního nárazníku;98399662DX;OPEL | ASTRA L (OV5) [10\21-] | 1.2 (FPHNPJ) (1199ccm\81kW\110HP) [10\21-];69;OP4932060-1R00;1
ST-ABT32310-L;5703-05-5079921P;L lišta předního nárazníku;1401098;OPEL | INSIGNIA A (G09) [07\08-03\17] | 1.4 (68) (1364ccm\103kW\140HP) [04\11-03\17];5232;OP07065MAL;126
ST-ABT32310-R;5703-05-5079922P;P lišta předního nárazníku;1401099;OPEL | INSIGNIA A (G09) [07\08-03\17] | 1.4 (68) (1364ccm\103kW\140HP) [04\11-03\17];5232;OP07065MAR;126
